job_id,job_title,company,location,experience_required,salary,job_description,posted_date,job_url,source,scraped_date,experience_min,experience_max,experience_level,salary_min,salary_max,salary_mid,skills_extracted,skills_text,num_skills,cluster_id,cluster_label,pca_x,pca_y
job_0135,Business Intelligence Analyst,Amazon,Mumbai,7-12 years,9-18 Lacs PA,"Looking for a Business Intelligence Analyst at Amazon in Mumbai. The ideal candidate should have experience in Python, Tableau. Key responsibilities include strategic planning.",2026-01-10,https://example.com/jobs/135,Synthetic,2026-02-11 01:46:24.929916,7.0,12.0,Senior Level,9.0,18.0,13.5,"['Python', 'Tableau']","Python, Tableau",2,3,"Cluster 3: planning, strategic",-0.24895413434715402,-0.08737869156484489
job_0136,Business Intelligence Analyst,Microsoft,Gurgaon,4-8 years,8-17 Lacs PA,"Looking for a Business Intelligence Analyst at Microsoft in Gurugram. The ideal candidate should have experience in A/B Testing, User Research. Key responsibilities include product lifecycle management.",2026-01-08,https://example.com/jobs/136,Synthetic,2026-02-11 01:46:24.929925,4.0,8.0,Mid Level,8.0,17.0,12.5,"['A/B Testing', 'User Research']","A/B Testing, User Research",2,4,"Cluster 4: include product, product lifecycle",-0.21012014770540027,0.4215055623982331
job_0137,Data Analyst,Razorpay,Hyderabad,6-9 years,7-14 Lacs PA,"Looking for a Data Analyst at Razorpay in Hyderabad. The ideal candidate should have experience in Tableau, Stakeholder Management. Key responsibilities include driving growth.",2026-01-04,https://example.com/jobs/137,Synthetic,2026-02-11 01:46:24.929935,6.0,9.0,Senior Level,7.0,14.0,10.5,"['Stakeholder Management', 'Tableau']","Stakeholder Management, Tableau",2,0,"Cluster 0: growth, include driving",-0.15634279382359156,-0.10107464967108808
job_0140,Strategy Manager,Microsoft,Bangalore,0-3 years,19-28 Lacs PA,"Looking for a Strategy Manager at Microsoft in Bengaluru. The ideal candidate should have experience in Machine Learning, Mixpanel. Key responsibilities include data-driven decision making.",2026-01-25,https://example.com/jobs/140,Synthetic,2026-02-11 01:46:24.929963,0.0,3.0,Entry Level,19.0,28.0,23.5,"['Machine Learning', 'Mixpanel', 'Strategy']","Machine Learning, Mixpanel, Strategy",3,1,"Cluster 1: financial, modeling",0.5323022038675139,-0.0051372904912605636
job_0144,Business Analyst,Zomato,Bangalore,2-5 years,Not Disclosed,"Looking for a Business Analyst at Zomato in Bengaluru. The ideal candidate should have experience in Python, Leadership. Key responsibilities include product lifecycle management.",2026-01-21,https://example.com/jobs/144,Synthetic,2026-02-11 01:46:24.930001,2.0,5.0,Mid Level,,,,"['Leadership', 'Python']","Leadership, Python",2,4,"Cluster 4: include product, product lifecycle",-0.19325136116366218,0.3074121861711801
job_0146,Growth PM,Microsoft,Gurgaon,2-4 years,8-14 Lacs PA,"Looking for a Growth PM at Microsoft in Gurugram. The ideal candidate should have experience in Figma, Tableau. Key responsibilities include driving growth.",2026-01-23,https://example.com/jobs/146,Synthetic,2026-02-11 01:46:24.930019,2.0,4.0,Mid Level,8.0,14.0,11.0,"['Figma', 'Tableau']","Figma, Tableau",2,0,"Cluster 0: growth, include driving",-0.13628920969153085,-0.3315860887884284
job_0148,Strategy Manager,Swiggy,Bangalore,6-11 years,Not Disclosed,"Looking for a Strategy Manager at Swiggy in Bengaluru. The ideal candidate should have experience in Python, JIRA. Key responsibilities include data-driven decision making.",2026-01-19,https://example.com/jobs/148,Synthetic,2026-02-11 01:46:24.930037,6.0,11.0,Senior Level,,,,"['JIRA', 'Python', 'Strategy']","JIRA, Python, Strategy",3,1,"Cluster 1: financial, modeling",0.4671161300337521,-0.03585740865861482
job_0149,Business Intelligence Analyst,Tata Consultancy Services,Gurgaon,4-6 years,12-20 Lacs PA,"Looking for a Business Intelligence Analyst at Tata Consultancy Services in Gurugram. The ideal candidate should have experience in Stakeholder Management, Financial Modeling. Key responsibilities include data-driven decision making.",2026-01-27,https://example.com/jobs/149,Synthetic,2026-02-11 01:46:24.930046,4.0,6.0,Mid Level,12.0,20.0,16.0,"['Financial Modeling', 'Stakeholder Management']","Financial Modeling, Stakeholder Management",2,2,"Cluster 2: driven decision, making",0.2779657913315375,0.10306145079196026
job_0152,Product Manager,McKinsey & Co,Pune,1-4 years,25-40 Lacs PA,"Looking for a Product Manager at McKinsey & Co in Pune. The ideal candidate should have experience in Machine Learning, Financial Modeling. Key responsibilities include data-driven decision making.",2026-01-29,https://example.com/jobs/152,Synthetic,2026-02-11 01:46:24.930073,1.0,4.0,Entry Level,25.0,40.0,32.5,"['Financial Modeling', 'Machine Learning']","Financial Modeling, Machine Learning",2,1,"Cluster 1: financial, modeling",0.48446793677851996,0.07474183782866824
job_0155,Business Analyst,Deloitte,Hyderabad,5-7 years,12-18 Lacs PA,"Looking for a Business Analyst at Deloitte in Hyderabad. The ideal candidate should have experience in A/B Testing, SQL. Key responsibilities include driving growth.",2026-01-22,https://example.com/jobs/155,Synthetic,2026-02-11 01:46:24.930102,5.0,7.0,Senior Level,12.0,18.0,15.0,"['A/B Testing', 'SQL']","A/B Testing, SQL",2,0,"Cluster 0: growth, include driving",-0.30447185334233523,-0.16443577558538783
job_0156,Data Analyst,Deloitte,Hyderabad,1-6 years,Not Disclosed,"Looking for a Data Analyst at Deloitte in Hyderabad. The ideal candidate should have experience in Communication, JIRA. Key responsibilities include strategic planning.",2026-01-27,https://example.com/jobs/156,Synthetic,2026-02-11 01:46:24.930111,1.0,6.0,Entry Level,,,,"['Communication', 'JIRA']","Communication, JIRA",2,3,"Cluster 3: planning, strategic",-0.11767999386469864,-0.12995630435548017
job_0162,Business Analyst,Reliance Industries,Delhi,6-11 years,10-18 Lacs PA,"Looking for a Business Analyst at Reliance Industries in Delhi. The ideal candidate should have experience in Tableau, Amplitude. Key responsibilities include driving growth.",2026-01-04,https://example.com/jobs/162,Synthetic,2026-02-11 01:46:24.930166,6.0,11.0,Senior Level,10.0,18.0,14.0,"['Amplitude', 'Tableau']","Amplitude, Tableau",2,0,"Cluster 0: growth, include driving",-0.2588497088101475,-0.19242262283612577
job_0164,Business Analyst,Swiggy,Delhi,0-5 years,9-18 Lacs PA,"Looking for a Business Analyst at Swiggy in Delhi. The ideal candidate should have experience in User Research, Power BI. Key responsibilities include strategic planning.",2026-01-13,https://example.com/jobs/164,Synthetic,2026-02-11 01:46:24.930184,0.0,5.0,Entry Level,9.0,18.0,13.5,"['Power BI', 'User Research']","Power BI, User Research",2,3,"Cluster 3: planning, strategic",-0.24615121147903826,0.0007519422044808789
job_0170,Growth PM,BCG,Pune,1-5 years,12-22 Lacs PA,"Looking for a Growth PM at BCG in Pune. The ideal candidate should have experience in SQL, Tableau. Key responsibilities include strategic planning.",2026-01-07,https://example.com/jobs/170,Synthetic,2026-02-11 01:46:24.930243,1.0,5.0,Entry Level,12.0,22.0,17.0,"['SQL', 'Tableau']","SQL, Tableau",2,3,"Cluster 3: planning, strategic",-0.24201416943350876,-0.24041151921369427
job_0172,Growth PM,Amazon,Gurgaon,7-9 years,7-16 Lacs PA,"Looking for a Growth PM at Amazon in Gurgaon. The ideal candidate should have experience in SQL, Leadership. Key responsibilities include strategic planning.",2026-01-31,https://example.com/jobs/172,Synthetic,2026-02-11 01:46:24.930263,7.0,9.0,Senior Level,7.0,16.0,11.5,"['Leadership', 'SQL']","Leadership, SQL",2,3,"Cluster 3: planning, strategic",-0.22095393063139807,-0.285034399993995
job_0178,Technical PM,Tata Consultancy Services,Bangalore,0-5 years,6-11 Lacs PA,"Looking for a Technical PM at Tata Consultancy Services in Bengaluru. The ideal candidate should have experience in Communication, JIRA. Key responsibilities include driving growth.",2026-01-19,https://example.com/jobs/178,Synthetic,2026-02-11 01:46:24.930316,0.0,5.0,Entry Level,6.0,11.0,8.5,"['Communication', 'JIRA']","Communication, JIRA",2,0,"Cluster 0: growth, include driving",-0.04748465019365325,-0.277630490249056
job_0180,Data Analyst,Paytm,Bangalore,3-6 years,Not Disclosed,"Looking for a Data Analyst at Paytm in Bengaluru. The ideal candidate should have experience in Excel, Google Analytics. Key responsibilities include data-driven decision making.",2026-01-20,https://example.com/jobs/180,Synthetic,2026-02-11 01:46:24.930333,3.0,6.0,Mid Level,,,,"['Excel', 'Google Analytics']","Excel, Google Analytics",2,2,"Cluster 2: driven decision, making",0.3448251560759406,0.001381524829430506
job_0200,Growth PM,Ola,Gurgaon,1-3 years,6-10 Lacs PA,"Looking for a Growth PM at Ola in Gurgaon. The ideal candidate should have experience in Stakeholder Management, Market Research. Key responsibilities include strategic planning.",2026-01-02,https://example.com/jobs/200,Synthetic,2026-02-11 01:46:24.930528,1.0,3.0,Entry Level,6.0,10.0,8.0,"['Market Research', 'Stakeholder Management']","Market Research, Stakeholder Management",2,3,"Cluster 3: planning, strategic",-0.20218997187099425,-0.0690940418926935
job_0203,Strategy Manager,Tata Consultancy Services,Bangalore,4-9 years,23-34 Lacs PA,"Looking for a Strategy Manager at Tata Consultancy Services in Bangalore. The ideal candidate should have experience in Google Analytics, Financial Modeling. Key responsibilities include driving growth.",2026-01-12,https://example.com/jobs/203,Synthetic,2026-02-11 01:46:24.930556,4.0,9.0,Mid Level,23.0,34.0,28.5,"['Financial Modeling', 'Google Analytics', 'Strategy']","Financial Modeling, Google Analytics, Strategy",3,1,"Cluster 1: financial, modeling",0.08819292832490422,-0.15024642219656698
job_0210,Product Manager,Paytm,Bangalore,0-4 years,20-30 Lacs PA,"Looking for a Product Manager at Paytm in Bangalore. The ideal candidate should have experience in Power BI, Excel. Key responsibilities include strategic planning.",2026-01-18,https://example.com/jobs/210,Synthetic,2026-02-11 01:46:24.930618,0.0,4.0,Entry Level,20.0,30.0,25.0,"['Excel', 'Power BI']","Excel, Power BI",2,3,"Cluster 3: planning, strategic",-0.0998251398523218,-0.006101812510697434
job_0212,Data Analyst,Google,Bangalore,1-6 years,7-14 Lacs PA,"Looking for a Data Analyst at Google in Bangalore. The ideal candidate should have experience in A/B Testing, Amplitude. Key responsibilities include driving growth.",2026-01-01,https://example.com/jobs/212,Synthetic,2026-02-11 01:46:24.930637,1.0,6.0,Entry Level,7.0,14.0,10.5,"['A/B Testing', 'Amplitude']","A/B Testing, Amplitude",2,0,"Cluster 0: growth, include driving",-0.12279121602613972,-0.1796527915890226
job_0215,Data Analyst,Flipkart,Gurgaon,6-10 years,10-14 Lacs PA,"Looking for a Data Analyst at Flipkart in Gurugram. The ideal candidate should have experience in Mixpanel, Python. Key responsibilities include strategic planning.",2026-01-03,https://example.com/jobs/215,Synthetic,2026-02-11 01:46:24.930665,6.0,10.0,Senior Level,10.0,14.0,12.0,"['Mixpanel', 'Python']","Mixpanel, Python",2,3,"Cluster 3: planning, strategic",-0.05675314595230086,-0.10388020231462583
job_0235,Management Consultant,Reliance Industries,Bangalore,6-11 years,22-34 Lacs PA,"Looking for a Management Consultant at Reliance Industries in Bangalore. The ideal candidate should have experience in Market Research, NLP. Key responsibilities include product lifecycle management.",2026-01-04,https://example.com/jobs/235,Synthetic,2026-02-11 01:46:24.930854,6.0,11.0,Senior Level,22.0,34.0,28.0,"['Market Research', 'NLP']","Market Research, NLP",2,4,"Cluster 4: include product, product lifecycle",-0.13104725360172725,0.37833358695872676
job_0241,Management Consultant,Razorpay,Mumbai,1-4 years,25-40 Lacs PA,"Looking for a Management Consultant at Razorpay in Mumbai. The ideal candidate should have experience in Stakeholder Management, Machine Learning. Key responsibilities include data-driven decision making.",2026-01-21,https://example.com/jobs/241,Synthetic,2026-02-11 01:46:24.930913,1.0,4.0,Entry Level,25.0,40.0,32.5,"['Machine Learning', 'Stakeholder Management']","Machine Learning, Stakeholder Management",2,2,"Cluster 2: driven decision, making",0.32819410328230475,0.27859996134337744
job_0257,Growth PM,Swiggy,Gurgaon,5-8 years,7-17 Lacs PA,"Looking for a Growth PM at Swiggy in Gurgaon. The ideal candidate should have experience in SQL, Mixpanel. Key responsibilities include data-driven decision making.",2026-01-13,https://example.com/jobs/257,Synthetic,2026-02-11 01:46:24.931062,5.0,8.0,Senior Level,7.0,17.0,12.0,"['Mixpanel', 'SQL']","Mixpanel, SQL",2,2,"Cluster 2: driven decision, making",0.2612070032992853,-0.19223801481823594
job_0259,Product Manager,PhonePe,Mumbai,4-6 years,Not Disclosed,"Looking for a Product Manager at PhonePe in Mumbai. The ideal candidate should have experience in NLP, Tableau. Key responsibilities include product lifecycle management.",2026-01-14,https://example.com/jobs/259,Synthetic,2026-02-11 01:46:24.931081,4.0,6.0,Mid Level,,,,"['NLP', 'Tableau']","NLP, Tableau",2,4,"Cluster 4: include product, product lifecycle",-0.14882486721286753,0.34764947787555084
job_0264,Product Manager,Ola,Hyderabad,7-10 years,22-30 Lacs PA,"Looking for a Product Manager at Ola in Hyderabad. The ideal candidate should have experience in Stakeholder Management, JIRA. Key responsibilities include strategic planning.",2026-01-25,https://example.com/jobs/264,Synthetic,2026-02-11 01:46:24.931128,7.0,10.0,Senior Level,22.0,30.0,26.0,"['JIRA', 'Stakeholder Management']","JIRA, Stakeholder Management",2,3,"Cluster 3: planning, strategic",-0.15637449910433038,0.15125116516939535
job_0265,Data Analyst,Swiggy,Mumbai,8-12 years,10-18 Lacs PA,"Looking for a Data Analyst at Swiggy in Mumbai. The ideal candidate should have experience in Python, Leadership. Key responsibilities include driving growth.",2026-01-16,https://example.com/jobs/265,Synthetic,2026-02-11 01:46:24.931138,8.0,12.0,Senior Level,10.0,18.0,14.0,"['Leadership', 'Python']","Leadership, Python",2,0,"Cluster 0: growth, include driving",-0.09991421700400883,-0.21367446792790043
job_0274,Business Intelligence Analyst,Reliance Industries,Hyderabad,6-11 years,9-17 Lacs PA,"Looking for a Business Intelligence Analyst at Reliance Industries in Hyderabad. The ideal candidate should have experience in Excel, Python. Key responsibilities include data-driven decision making.",2026-01-11,https://example.com/jobs/274,Synthetic,2026-02-11 01:46:24.931229,6.0,11.0,Senior Level,9.0,17.0,13.0,"['Excel', 'Python']","Excel, Python",2,2,"Cluster 2: driven decision, making",0.17307926309991012,0.0023792397006734954
job_0285,Business Intelligence Analyst,Uber,Delhi,5-7 years,8-16 Lacs PA,"Looking for a Business Intelligence Analyst at Uber in Delhi. The ideal candidate should have experience in NLP, Communication. Key responsibilities include strategic planning.",2026-01-24,https://example.com/jobs/285,Synthetic,2026-02-11 01:46:24.931338,5.0,7.0,Senior Level,8.0,16.0,12.0,"['Communication', 'NLP']","Communication, NLP",2,3,"Cluster 3: planning, strategic",-0.3111618944414623,-0.01605404167342485
job_0290,Strategy Manager,PhonePe,Bangalore,0-4 years,20-26 Lacs PA,"Looking for a Strategy Manager at PhonePe in Bangalore. The ideal candidate should have experience in Mixpanel, Stakeholder Management. Key responsibilities include data-driven decision making.",2026-01-21,https://example.com/jobs/290,Synthetic,2026-02-11 01:46:24.931387,0.0,4.0,Entry Level,20.0,26.0,23.0,"['Mixpanel', 'Stakeholder Management', 'Strategy']","Mixpanel, Stakeholder Management, Strategy",3,1,"Cluster 1: financial, modeling",0.41174569500731123,0.0857690692767714
job_0300,Management Consultant,Amazon,Hyderabad,1-5 years,22-37 Lacs PA,"Looking for a Management Consultant at Amazon in Hyderabad. The ideal candidate should have experience in Figma, NLP. Key responsibilities include data-driven decision making.",2026-01-20,https://example.com/jobs/300,Synthetic,2026-02-11 01:46:24.931486,1.0,5.0,Entry Level,22.0,37.0,29.5,"['Figma', 'NLP']","Figma, NLP",2,2,"Cluster 2: driven decision, making",0.2879077924854377,0.07463683039492454
job_0303,Product Manager,Razorpay,Bangalore,7-11 years,21-29 Lacs PA,"Looking for a Product Manager at Razorpay in Bengaluru. The ideal candidate should have experience in JIRA, Mixpanel. Key responsibilities include strategic planning.",2026-01-05,https://example.com/jobs/303,Synthetic,2026-02-11 01:46:24.931520,7.0,11.0,Senior Level,21.0,29.0,25.0,"['JIRA', 'Mixpanel']","JIRA, Mixpanel",2,3,"Cluster 3: planning, strategic",-0.04480283390555663,0.026363145919898103
job_0314,Technical PM,Amazon,Hyderabad,0-2 years,10-20 Lacs PA,"Looking for a Technical PM at Amazon in Hyderabad. The ideal candidate should have experience in Machine Learning, Stakeholder Management. Key responsibilities include data-driven decision making.",2026-01-20,https://example.com/jobs/314,Synthetic,2026-02-11 01:46:24.931621,0.0,2.0,Entry Level,10.0,20.0,15.0,"['Machine Learning', 'Stakeholder Management']","Machine Learning, Stakeholder Management",2,2,"Cluster 2: driven decision, making",0.3268283458609574,0.0009808708993626844
job_0319,Business Intelligence Analyst,Flipkart,Gurgaon,5-8 years,10-16 Lacs PA,"Looking for a Business Intelligence Analyst at Flipkart in Gurgaon. The ideal candidate should have experience in User Research, Power BI. Key responsibilities include driving growth.",2026-01-23,https://example.com/jobs/319,Synthetic,2026-02-11 01:46:24.931669,5.0,8.0,Senior Level,10.0,16.0,13.0,"['Power BI', 'User Research']","Power BI, User Research",2,0,"Cluster 0: growth, include driving",-0.259555817486202,-0.10964438092484549
job_0322,Product Manager,Google,Gurgaon,7-9 years,20-27 Lacs PA,"Looking for a Product Manager at Google in Gurgaon. The ideal candidate should have experience in Mixpanel, Communication. Key responsibilities include data-driven decision making.",2026-01-09,https://example.com/jobs/322,Synthetic,2026-02-11 01:46:24.931700,7.0,9.0,Senior Level,20.0,27.0,23.5,"['Communication', 'Mixpanel']","Communication, Mixpanel",2,2,"Cluster 2: driven decision, making",0.34015349270673634,0.08477003406185606
job_0327,Management Consultant,Microsoft,Bangalore,3-6 years,18-32 Lacs PA,"Looking for a Management Consultant at Microsoft in Bengaluru. The ideal candidate should have experience in Excel, Machine Learning. Key responsibilities include data-driven decision making.",2026-01-01,https://example.com/jobs/327,Synthetic,2026-02-11 01:46:24.931746,3.0,6.0,Mid Level,18.0,32.0,25.0,"['Excel', 'Machine Learning']","Excel, Machine Learning",2,2,"Cluster 2: driven decision, making",0.4411930885624409,0.1627624515437679
job_0328,Technical PM,Reliance Industries,Gurgaon,7-12 years,11-21 Lacs PA,"Looking for a Technical PM at Reliance Industries in Gurugram. The ideal candidate should have experience in Python, User Research. Key responsibilities include data-driven decision making.",2026-01-31,https://example.com/jobs/328,Synthetic,2026-02-11 01:46:24.931755,7.0,12.0,Senior Level,11.0,21.0,16.0,"['Python', 'User Research']","Python, User Research",2,2,"Cluster 2: driven decision, making",0.281463254174962,-0.047430587749874464
job_0408,Data Analyst,Amazon,Bangalore,2-6 years,10-16 Lacs PA,"Looking for a Data Analyst at Amazon in Bengaluru. The ideal candidate should have experience in Power BI, Python. Key responsibilities include driving growth.",2026-01-25,https://example.com/jobs/408,Synthetic,2026-02-11 01:46:24.932507,2.0,6.0,Mid Level,10.0,16.0,13.0,"['Power BI', 'Python']","Power BI, Python",2,0,"Cluster 0: growth, include driving",-0.058806176528989215,-0.2976839021971349
job_0425,Business Analyst,Paytm,Gurgaon,2-4 years,10-19 Lacs PA,"Looking for a Business Analyst at Paytm in Gurugram. The ideal candidate should have experience in SQL, Communication. Key responsibilities include strategic planning.",2026-01-25,https://example.com/jobs/425,Synthetic,2026-02-11 01:46:24.932926,2.0,4.0,Mid Level,10.0,19.0,14.5,"['Communication', 'SQL']","Communication, SQL",2,3,"Cluster 3: planning, strategic",-0.23455773400175453,-0.0174654229282755
job_0427,Product Manager,Swiggy,Gurgaon,7-10 years,Not Disclosed,"Looking for a Product Manager at Swiggy in Gurgaon. The ideal candidate should have experience in Mixpanel, Communication. Key responsibilities include driving growth.",2026-01-05,https://example.com/jobs/427,Synthetic,2026-02-11 01:46:24.932957,7.0,10.0,Senior Level,,,,"['Communication', 'Mixpanel']","Communication, Mixpanel",2,0,"Cluster 0: growth, include driving",-0.12033424508411612,-0.09461621990891513
job_0454,Business Analyst,Ola,Bangalore,3-7 years,6-14 Lacs PA,"Looking for a Business Analyst at Ola in Bangalore. The ideal candidate should have experience in JIRA, Communication. Key responsibilities include strategic planning.",2026-01-30,https://example.com/jobs/454,Synthetic,2026-02-11 01:46:24.933425,3.0,7.0,Mid Level,6.0,14.0,10.0,"['Communication', 'JIRA']","Communication, JIRA",2,3,"Cluster 3: planning, strategic",-0.21730194959801,-0.08063730557355661
job_0466,Business Intelligence Analyst,Paytm,Gurgaon,5-9 years,12-22 Lacs PA,"Looking for a Business Intelligence Analyst at Paytm in Gurgaon. The ideal candidate should have experience in Python, Market Research. Key responsibilities include data-driven decision making.",2026-01-14,https://example.com/jobs/466,Synthetic,2026-02-11 01:46:24.933625,5.0,9.0,Senior Level,12.0,22.0,17.0,"['Market Research', 'Python']","Market Research, Python",2,2,"Cluster 2: driven decision, making",0.1888991341949949,0.007132368155629606
job_0559,Data Analyst,Reliance Industries,Hyderabad,2-6 years,9-13 Lacs PA,"Looking for a Data Analyst at Reliance Industries in Hyderabad. The ideal candidate should have experience in Stakeholder Management, Python. Key responsibilities include strategic planning.",2026-01-24,https://example.com/jobs/559,Synthetic,2026-02-11 01:46:24.935275,2.0,6.0,Mid Level,9.0,13.0,11.0,"['Python', 'Stakeholder Management']","Python, Stakeholder Management",2,3,"Cluster 3: planning, strategic",-0.1308432789515628,-0.0012640202314177014
